absence_id,employee_id,employee_name,role,type,start_date,end_date,days_count,reason,status,manager_decision,decision_reason,coverage_impact,compliance_ok,processing_time_hours
b22c79c8-4eb1-47e8-a863-819590b3c2a7,EMP97595,Danielle Benoit,employé_rayon,événement_familial,2024-03-29,2024-04-03,5,Événement familial,approved,refused,Justificatif requis,high,True,17
f3f13ce6-bc34-4c32-b7b2-20bc8782d1b7,EMP23472,Florence Dupont,stagiaire,événement_familial,2024-08-30,2024-09-01,2,Maladie,approved,approved,Raison médicale insuffisante,low,True,40
cb93971a-bc7e-4558-a689-f9daa9321627,EMP87652,Philippe Delorme,pharmacien_adjoint,maladie,2024-03-02,2024-03-10,8,Congé maladie,approved,refused,Accord manager,low,True,32
511c8e05-c4b1-43d1-aca6-09d5dc57e614,EMP23472,Florence Dupont,stagiaire,formation,2024-11-29,2024-12-02,3,Maternité,approved,refused,Raison médicale insuffisante,medium,True,44
68aa7ba6-87fb-4863-8239-1f41926413ae,EMP97821,Nathalie Rousseau,pharmacien_titulaire,maternité,2024-01-08,2024-01-11,3,Raison personnelle,pending,,,medium,False,36
eee98462-8a12-44bb-b91c-a8499c12bb7a,EMP39936,André Girard,pharmacien_adjoint,maladie,2024-04-16,2024-04-28,12,Congé maladie,approved,refused,Couverture disponible,high,False,18
9eff319c-2c9b-48c1-b4e2-a353fdbbb871,EMP93016,Daniel Blanc,pharmacien_titulaire,maladie,2024-06-14,2024-06-23,9,Congé maladie,approved,approved,Justificatif requis,medium,False,14
f002936c-efac-48d1-bde3-2858ea7e7d23,EMP16097,Pierre Poulain,employé_rayon,formation,2024-09-10,2024-09-12,2,Événement familial,approved,approved,Conflit avec autre absence,medium,False,37
070790b2-6a97-4cf4-baa1-9a096b8e0266,EMP53409,Michel Moreau,pharmacien_adjoint,maternité,2024-07-10,2024-07-24,14,Formation professionnelle,refused,approved,Conflit avec autre absence,low,True,17
925c5415-c5c8-494d-b89a-9de815aa6f5c,EMP30635,Marc Martin,pharmacien_titulaire,congé_payé,2024-01-05,2024-01-17,12,Raison personnelle,approved,refused,Conflit avec autre absence,high,False,29
fa971103-d448-419c-b4b6-33a21af5c329,EMP52939,Pierre Rousseau,stagiaire,RTT,2024-10-16,2024-10-17,1,Formation professionnelle,pending,,,low,True,46
a352adfa-21bd-4ecc-9384-afd71e55b99c,EMP72417,Cécile Leclerc,préparateur,congé_payé,2024-01-15,2024-01-17,2,Maladie,approved,refused,Conflit avec autre absence,high,False,7
a3e66b2a-c397-4c14-a7d8-d055991c0d0f,EMP57228,Michel Blanc,préparateur,formation,2024-05-06,2024-05-19,13,Maladie,approved,approved,Accord manager,low,False,2
021a3b05-6718-4beb-891f-ecf60d71e876,EMP41092,Valérie Benoit,pharmacien_titulaire,formation,2024-08-09,2024-08-11,2,Maladie,pending,,,high,False,23
6f475672-853b-4b38-bf75-dae717d19fa8,EMP86798,André Gaillard,préparateur,maternité,2024-01-13,2024-01-19,6,Formation professionnelle,pending,,,low,False,37
1e2d8f60-89e8-44dc-a0aa-2451105f748f,EMP81329,Georges Chevalier,employé_rayon,événement_familial,2024-12-14,2024-12-18,4,Maladie,approved,approved,Accord manager,high,False,40
6773d640-b888-4b30-9737-4834275c79db,EMP46301,Pierre Poirier,employé_rayon,événement_familial,2024-03-23,2024-04-04,12,Raison personnelle,approved,approved,Justificatif requis,low,False,16
0ddc4723-2c03-4797-877c-723c3dd7aaf2,EMP73052,Danielle Laurent,préparateur,maternité,2024-10-25,2024-11-01,7,Raison personnelle,pending,,,medium,True,42
d2882d5e-04b4-45a7-9ca6-20fbf6a66fdd,EMP34081,Isabelle Bernier,pharmacien_titulaire,maladie,2024-06-03,2024-06-13,10,Congé maladie,approved,approved,Couverture disponible,low,False,7
ccde4c8c-8402-4051-9f6c-90ea429eaf1b,EMP95294,Martine Roux,pharmacien_adjoint,maternité,2024-10-01,2024-10-09,8,Formation professionnelle,approved,approved,Conflit avec autre absence,medium,False,26
ae1e7dec-eb2a-4c0a-b705-a999521f0247,EMP97821,Nathalie Rousseau,pharmacien_titulaire,événement_familial,2024-07-10,2024-07-13,3,Événement familial,approved,approved,Raison médicale insuffisante,medium,False,38
f38bc69d-f474-4c09-87ab-2bf96a64f794,EMP96712,Michèle Delorme,stagiaire,RTT,2024-01-29,2024-02-07,9,Formation professionnelle,approved,refused,Accord manager,high,True,12
e02123b7-9623-4453-921d-402f905d4a4c,EMP69465,Laurent Arnould,pharmacien_adjoint,RTT,2024-02-11,2024-02-22,11,Événement familial,approved,refused,Accord manager,low,True,34
12ea095a-0ec6-4ae3-997c-006e567ec461,EMP29927,Alain Maillard,employé_rayon,RTT,2024-07-21,2024-07-22,1,Maternité,approved,refused,Justificatif requis,low,False,38
47548d22-ae83-42d5-bd23-7698ee5f1aa7,EMP62885,Jean Lefevre,préparateur,maladie,2024-11-09,2024-11-13,4,Congé maladie,approved,approved,Couverture disponible,low,False,47
a914b819-44d8-4455-800d-f4f8ff67e2eb,EMP35003,Danielle Martin,préparateur,maternité,2024-10-20,2024-11-02,13,Événement familial,pending,,,high,False,13
50090ab1-9452-4ec0-9274-211289f6a016,EMP59230,Michel Renaud,préparateur,congé_payé,2024-11-08,2024-11-19,11,Formation professionnelle,approved,approved,Couverture disponible,medium,True,15
913957d7-084e-4e52-9900-56b4ccf6066c,EMP55913,Catherine Girard,employé_rayon,événement_familial,2024-09-21,2024-09-23,2,Événement familial,refused,approved,Couverture disponible,high,False,46
8498ad02-4e71-449b-a8ec-056b9527fe9b,EMP59253,Pierre Martin,pharmacien_adjoint,RTT,2024-07-09,2024-07-17,8,Formation professionnelle,approved,approved,Conflit avec autre absence,low,False,16
a68a8136-2f55-4fef-90fa-7df946528a01,EMP21924,Christine Morin,pharmacien_titulaire,maternité,2024-05-06,2024-05-13,7,Maladie,approved,approved,Conflit avec autre absence,low,True,20
2f67853d-9aad-4b93-8821-80c555a915fc,EMP31016,Florence Gérard,pharmacien_titulaire,maladie,2024-07-10,2024-07-20,10,Congé maladie,approved,refused,Justificatif requis,medium,False,41
dababadc-b817-49d3-9632-3ce5b179a9f1,EMP73176,Jacques Renaud,employé_rayon,maladie,2024-10-15,2024-10-21,6,Congé maladie,approved,refused,Couverture disponible,low,True,29
1166d09c-fd8d-4a35-b91d-7e22e4dfc84c,EMP52819,Joseph Girard,pharmacien_titulaire,RTT,2024-10-28,2024-10-30,2,Formation professionnelle,approved,refused,Justificatif requis,medium,True,41
5f581ebe-5e4f-4a50-8943-4895777e9b4c,EMP69699,Alain Renaud,préparateur,congé_payé,2024-07-29,2024-08-06,8,Besoin de repos,approved,approved,Justificatif requis,medium,True,7
17bc85f0-5fc7-44e9-93f4-3859ab69b2a2,EMP84066,Thérèse Chevalier,pharmacien_adjoint,maternité,2024-04-05,2024-04-06,1,Besoin de repos,approved,approved,Conflit avec autre absence,medium,True,18
2f06508a-9a21-4c9c-946c-f3068b0e91cc,EMP70504,Sylvie Gaillard,préparateur,RTT,2024-03-13,2024-03-21,8,Raison personnelle,pending,,,medium,True,13
794ce480-ec2a-4556-8c4c-af51708c24e4,EMP59518,Olivier Gaillard,préparateur,événement_familial,2024-06-26,2024-07-04,8,Formation professionnelle,pending,,,high,False,12
c452176e-6caf-4665-ba23-7e3073ebce13,EMP89129,Thérèse Michel,pharmacien_adjoint,RTT,2024-06-08,2024-06-13,5,Maternité,approved,refused,Conflit avec autre absence,low,True,11
4bb23d74-a876-45a3-8dd1-a040db1e0508,EMP46169,Monique Delorme,employé_rayon,événement_familial,2024-04-04,2024-04-16,12,Besoin de repos,approved,approved,Conflit avec autre absence,low,False,22
4de8e3b5-b1ed-40fd-a97f-dce58a457f55,EMP41655,Christiane Bernier,employé_rayon,maladie,2024-03-24,2024-03-29,5,Congé maladie,approved,refused,Conflit avec autre absence,medium,True,34
f554d48c-7b73-434a-8d9d-4ce3fd5a741e,EMP53409,Michel Moreau,pharmacien_adjoint,formation,2024-03-27,2024-04-05,9,Maternité,pending,,,medium,False,4
3d06da41-da44-4ed7-a9d6-2a1499d6ee03,EMP86791,Françoise Renaud,préparateur,maladie,2024-10-15,2024-10-28,13,Congé maladie,approved,approved,Justificatif requis,low,True,26
4794a31c-be7e-4f9c-a165-1d0fc1b71189,EMP29546,Anne Moreau,préparateur,formation,2024-06-28,2024-07-02,4,Maternité,approved,approved,Raison médicale insuffisante,medium,False,16
ff2eada6-f1f3-4a76-ab9c-31dbc6a71e1e,EMP15485,Michèle Bernier,préparateur,événement_familial,2024-12-16,2024-12-18,2,Événement familial,approved,refused,Accord manager,low,True,39
b6b70886-81bf-4aed-ab33-0e52bf8f4dbd,EMP57150,Catherine Martin,pharmacien_adjoint,événement_familial,2024-02-12,2024-02-13,1,Formation professionnelle,approved,refused,Conflit avec autre absence,low,True,1
58f34ca8-21fb-4e2d-82c8-d50d10ff1749,EMP97171,Michèle Benoit,pharmacien_adjoint,RTT,2024-06-21,2024-06-26,5,Raison personnelle,approved,refused,Accord manager,medium,True,37
aa26f79a-7746-4669-af42-47822546ef4f,EMP75704,Paul Leclerc,pharmacien_adjoint,maternité,2024-01-26,2024-01-30,4,Maladie,approved,refused,Raison médicale insuffisante,medium,True,48
36d727ca-87d1-4458-847a-7ff5eeaa4a1a,EMP23520,Nathalie Bernard,stagiaire,maternité,2024-11-13,2024-11-14,1,Maladie,approved,refused,Accord manager,low,True,36
972829ce-c48c-4819-a70c-3f91680a236a,EMP45733,Marie Fournier,pharmacien_adjoint,formation,2024-03-09,2024-03-17,8,Formation professionnelle,approved,refused,Justificatif requis,high,False,14
98dfad49-43ea-4d83-b61b-1510d5b2651b,EMP57150,Catherine Martin,pharmacien_adjoint,RTT,2024-04-06,2024-04-11,5,Maladie,refused,approved,Justificatif requis,low,True,17
85695543-0013-49d4-8638-f53125bb2453,EMP89004,René Roux,préparateur,formation,2024-12-05,2024-12-17,12,Besoin de repos,pending,,,high,False,40
8037a9e0-e2ee-4e43-b35f-5acf02b9bf10,EMP13191,René Simon,préparateur,maternité,2024-07-27,2024-08-08,12,Raison personnelle,pending,,,medium,True,41
e08713f2-4a9b-4948-8abd-f0ce543d818e,EMP10664,Pierre Fabre,pharmacien_titulaire,formation,2024-02-09,2024-02-10,1,Besoin de repos,pending,,,medium,False,24
14c25490-f20e-4ad5-a771-886770d63e14,EMP84621,Alain Delorme,préparateur,événement_familial,2024-11-17,2024-11-22,5,Événement familial,approved,refused,Couverture disponible,medium,False,28
266ed9cf-4237-4763-9406-2fdd8da81a09,EMP21924,Christine Morin,pharmacien_titulaire,congé_payé,2024-01-16,2024-01-27,11,Formation professionnelle,approved,approved,Couverture disponible,low,False,35
ac0f3fee-d7c5-4528-894b-fb7a0ebce91f,EMP53103,Georges Laurent,employé_rayon,RTT,2024-09-01,2024-09-16,15,Besoin de repos,approved,refused,Couverture disponible,high,False,33
2d200e08-36bb-4d83-87a8-4c277283074a,EMP39246,Michel Moreau,pharmacien_titulaire,maladie,2024-12-09,2024-12-19,10,Congé maladie,refused,approved,Couverture disponible,low,True,22
e9cae89f-d7a5-4098-94cf-abb0318432e6,EMP31748,Christian Delacroix,préparateur,RTT,2024-11-10,2024-11-18,8,Maladie,approved,refused,Accord manager,low,False,1
4fccab44-b988-434c-a0c3-2e7d3052408d,EMP28870,Cécile Girard,employé_rayon,RTT,2024-02-07,2024-02-08,1,Besoin de repos,approved,approved,Justificatif requis,low,True,19
8fb6aebe-8704-4dfe-aad1-dd5d2112c8ef,EMP28949,Stéphanie Bernard,employé_rayon,RTT,2024-06-12,2024-06-22,10,Maladie,approved,approved,Justificatif requis,low,False,19
15146416-c13b-4c93-8771-ac253f36beb4,EMP59583,Cécile Bernard,pharmacien_adjoint,RTT,2024-12-29,2025-01-07,9,Maternité,pending,,,high,True,6
328734c1-9d10-4662-8328-b941b00b4f3f,EMP52939,Pierre Rousseau,stagiaire,RTT,2024-08-11,2024-08-17,6,Maternité,approved,refused,Justificatif requis,high,True,37
60cf66f5-f19f-412c-b097-23de3ada3557,EMP73604,Monique Moreau,préparateur,formation,2024-11-19,2024-11-21,2,Maladie,approved,refused,Raison médicale insuffisante,medium,False,7
686d8562-e830-4b97-8298-8776a3b26651,EMP79456,René Maillard,pharmacien_titulaire,congé_payé,2024-10-11,2024-10-20,9,Maladie,refused,refused,Couverture disponible,low,False,31
ba43cd85-00ac-42a8-988c-020bda34d1d0,EMP62493,Alain Bernier,pharmacien_titulaire,congé_payé,2024-09-21,2024-10-06,15,Maladie,approved,approved,Raison médicale insuffisante,medium,True,22
dbdf084a-c899-4a42-b0c1-a09c91338896,EMP93090,Cécile Bernier,pharmacien_titulaire,congé_payé,2024-07-16,2024-07-20,4,Maladie,pending,,,low,False,6
dc6a0cd8-04ba-4abd-99fe-32363895fc15,EMP79714,Christiane Girard,préparateur,congé_payé,2024-04-15,2024-04-27,12,Maternité,pending,,,medium,True,29
b7fdd26d-15cf-44a4-9d81-0589fc81b4da,EMP62383,Jacques Girard,employé_rayon,RTT,2024-06-08,2024-06-15,7,Maladie,approved,refused,Justificatif requis,low,True,21
cefe88e8-4dec-4e77-b532-08666ba86c8b,EMP37130,Irène Simon,employé_rayon,congé_payé,2024-02-11,2024-02-21,10,Maternité,pending,,,high,False,6
721a5421-575b-4bbd-b3c1-8ff7ff5849f0,EMP70672,Florence Poirier,employé_rayon,événement_familial,2024-06-25,2024-07-02,7,Besoin de repos,approved,refused,Accord manager,high,False,18
fd5f1f45-bafe-4200-bf06-5809dbbf2b2e,EMP57150,Catherine Martin,pharmacien_adjoint,congé_payé,2024-07-14,2024-07-22,8,Maladie,refused,refused,Conflit avec autre absence,low,False,5
e8d9679a-3bd7-4b1e-9243-0eaea6f2fbe3,EMP95294,Martine Roux,pharmacien_adjoint,formation,2024-03-16,2024-03-23,7,Maternité,pending,,,low,False,31
2d4ca3f7-1738-438e-b422-0083adaf2735,EMP14872,Jean Fabre,préparateur,maternité,2024-07-17,2024-07-30,13,Formation professionnelle,pending,,,medium,True,38
5c245ca3-40ca-45b4-99a3-f1824888eeef,EMP63736,Françoise Morin,stagiaire,maladie,2024-05-31,2024-06-13,13,Congé maladie,pending,,,medium,True,28
435ea4c2-e83d-4ccb-b937-d9970c44b041,EMP85709,René Chevalier,pharmacien_adjoint,maladie,2024-04-18,2024-04-21,3,Congé maladie,approved,approved,Justificatif requis,low,True,33
baf2cc6c-3899-4979-beee-39149343ee09,EMP12502,Christine Girard,préparateur,congé_payé,2024-01-31,2024-02-12,12,Formation professionnelle,approved,approved,Conflit avec autre absence,low,False,5
0527cd1a-6a09-4d04-bb0f-b2fca30b770a,EMP65434,Joseph Poulain,pharmacien_titulaire,événement_familial,2024-02-24,2024-02-26,2,Raison personnelle,approved,refused,Conflit avec autre absence,high,False,14
25874a85-4024-4add-8668-c5184a85c7b7,EMP86738,Monique Bernier,employé_rayon,maternité,2024-03-07,2024-03-15,8,Maladie,pending,,,medium,False,30
b48a35a7-fc47-4dcc-b60e-21c12d451e4b,EMP55913,Catherine Girard,employé_rayon,événement_familial,2024-01-12,2024-01-16,4,Maladie,approved,refused,Raison médicale insuffisante,low,False,31
dcafccf1-ad6f-4b28-b4bf-6aec20e59335,EMP94339,Michel Poulain,préparateur,maladie,2024-12-31,2025-01-11,11,Congé maladie,refused,refused,Raison médicale insuffisante,high,False,31
a3346998-ec22-482a-a1c2-d67d0f625737,EMP24026,Irène Fontaine,pharmacien_adjoint,maladie,2024-07-29,2024-08-12,14,Congé maladie,approved,refused,Justificatif requis,high,False,24
435355f5-122e-4387-8e58-d7267c701da6,EMP92426,Luc Fournier,préparateur,RTT,2024-01-05,2024-01-08,3,Événement familial,approved,approved,Conflit avec autre absence,high,True,35
1fd60375-c196-4b67-8758-35864d636b01,EMP89395,Irène Poulain,préparateur,maladie,2024-08-12,2024-08-19,7,Congé maladie,pending,,,medium,True,8
829f1131-a2a5-4b7d-b6d7-106dab5c64b2,EMP38348,Florence Renaud,pharmacien_titulaire,congé_payé,2024-12-18,2024-12-19,1,Événement familial,refused,approved,Conflit avec autre absence,low,False,25
94b329c2-af26-43ef-86f1-9a849da43a93,EMP30620,Philippe Poulain,pharmacien_adjoint,formation,2024-11-21,2024-11-26,5,Formation professionnelle,pending,,,low,True,47
39038b33-c5ea-4def-a3d4-08807053c536,EMP26400,Jacques Fournier,préparateur,formation,2024-01-04,2024-01-06,2,Maladie,pending,,,medium,True,4
48c7ebb7-49ad-48dd-b9ca-90c29bb73833,EMP66212,Luc Delorme,employé_rayon,maladie,2024-11-29,2024-12-04,5,Congé maladie,refused,refused,Raison médicale insuffisante,high,False,25
6e69b31d-f698-4290-be87-d439e332b362,EMP33913,Marie Benoit,employé_rayon,RTT,2024-09-22,2024-10-02,10,Raison personnelle,pending,,,medium,False,48
1850429e-fdbf-4019-ad30-3aec8ed997f8,EMP34081,Isabelle Bernier,pharmacien_titulaire,maladie,2024-12-24,2025-01-05,12,Congé maladie,approved,approved,Accord manager,medium,True,41
a2a79a66-a21a-4eb0-8ab0-e5a97600b02f,EMP83393,Danielle Laurent,pharmacien_titulaire,maladie,2024-04-20,2024-05-05,15,Congé maladie,pending,,,high,True,30
0ab2376f-08b6-4d3a-be77-bb5a0de527e3,EMP30417,Sylvie Rousseau,pharmacien_adjoint,maternité,2024-06-03,2024-06-07,4,Formation professionnelle,approved,approved,Raison médicale insuffisante,low,True,14
4325ccaa-a5d1-4165-b360-44b817ccc188,EMP47051,Marie Roux,employé_rayon,formation,2024-02-04,2024-02-05,1,Raison personnelle,refused,refused,Justificatif requis,low,True,47
0e02b4f2-decf-4ad5-b718-cc24e4a44c84,EMP22659,Nathalie Lefevre,préparateur,RTT,2024-05-19,2024-05-31,12,Maladie,refused,approved,Justificatif requis,high,True,45
667cc266-efd8-49ae-8024-c83896376ecf,EMP47051,Marie Roux,employé_rayon,RTT,2024-01-11,2024-01-25,14,Formation professionnelle,approved,approved,Raison médicale insuffisante,high,True,47
aace8f04-b607-430f-896f-6be0b9a90fa7,EMP61716,Philippe Renaud,pharmacien_titulaire,congé_payé,2024-03-14,2024-03-20,6,Formation professionnelle,pending,,,medium,False,37
4e64fc53-dac7-46a4-8442-afd44a95f6ac,EMP51911,Claire Andre,pharmacien_titulaire,formation,2024-11-30,2024-12-08,8,Raison personnelle,refused,refused,Justificatif requis,low,True,17
5c930f81-76dc-4ea8-afab-7f6799621dfe,EMP22918,Catherine Delorme,pharmacien_adjoint,événement_familial,2024-10-02,2024-10-11,9,Maternité,approved,approved,Conflit avec autre absence,low,True,32
f2681716-9bf8-4dfa-b8d0-6386fad33f79,EMP91413,Alain Simon,préparateur,maladie,2024-09-17,2024-09-22,5,Congé maladie,pending,,,low,True,27
47ddef9b-ffb5-4870-9da3-58d045b92911,EMP41655,Christiane Bernier,employé_rayon,maternité,2024-03-30,2024-04-03,4,Événement familial,refused,approved,Couverture disponible,medium,False,28
17935baf-4915-43ac-a166-7235ddb19ef8,EMP37130,Irène Simon,employé_rayon,événement_familial,2024-02-09,2024-02-14,5,Formation professionnelle,approved,approved,Raison médicale insuffisante,low,False,7
00aa1201-0313-4e29-942f-dadafddb2000,EMP51487,Florence Leclerc,pharmacien_adjoint,maternité,2024-05-02,2024-05-07,5,Maternité,approved,refused,Raison médicale insuffisante,low,True,35
db2ae861-ef66-435e-80bc-8b11f6e62100,EMP57584,Jacques Benoit,employé_rayon,formation,2024-02-21,2024-02-23,2,Maternité,approved,approved,Conflit avec autre absence,medium,False,40
a8e6680d-4f6b-4923-9be1-815e141a7134,EMP87724,Isabelle Simon,pharmacien_adjoint,congé_payé,2024-05-02,2024-05-16,14,Maladie,pending,,,medium,True,8
860b84e3-2265-4ac0-823b-bd8d62824894,EMP15485,Michèle Bernier,préparateur,formation,2024-10-02,2024-10-08,6,Événement familial,refused,approved,Justificatif requis,high,True,37
70d01d1a-40ed-4b0f-a771-ad9a1315c26d,EMP77892,Laurent Michel,pharmacien_titulaire,formation,2024-08-24,2024-09-05,12,Formation professionnelle,approved,refused,Couverture disponible,medium,False,8
4af1513b-ccc9-4875-bbfe-1bec813261c8,EMP67313,Michèle Blanc,pharmacien_adjoint,congé_payé,2024-06-26,2024-07-06,10,Besoin de repos,approved,refused,Couverture disponible,low,True,13
3f1194f6-0de6-4388-9d1e-c1b0ef42ed3d,EMP94466,Isabelle Michel,employé_rayon,congé_payé,2024-10-24,2024-10-30,6,Besoin de repos,pending,,,medium,False,14
d2e2798f-3a84-4ff2-ab6e-ead960ee3ded,EMP96146,Joseph Arnould,employé_rayon,congé_payé,2024-12-27,2024-12-29,2,Raison personnelle,approved,refused,Couverture disponible,high,True,28
a1474c1f-ae0b-48f5-af9d-0de6d98362f3,EMP30635,Marc Martin,pharmacien_titulaire,événement_familial,2024-06-26,2024-07-05,9,Maternité,approved,approved,Justificatif requis,high,True,35
f88070db-963a-4efd-9702-3e3245bcae6e,EMP26400,Jacques Fournier,préparateur,événement_familial,2024-12-25,2025-01-01,7,Besoin de repos,approved,refused,Couverture disponible,low,True,21
8a3b6809-bb13-462d-81a9-71521ae3242e,EMP80842,Thérèse Girard,pharmacien_titulaire,congé_payé,2024-04-07,2024-04-14,7,Formation professionnelle,pending,,,low,True,18
fcc9bf4c-f7c8-4680-a330-185ccaefb4b3,EMP76841,Jacques Arnould,pharmacien_adjoint,maternité,2024-06-05,2024-06-19,14,Besoin de repos,approved,approved,Justificatif requis,medium,False,9
363ccd21-7a0f-4c56-b364-eabf39d963cf,EMP27518,Laurent Renaud,pharmacien_adjoint,maladie,2024-05-13,2024-05-16,3,Congé maladie,approved,refused,Conflit avec autre absence,medium,False,13
e6fa30d4-f2bf-4be6-8e7b-275b0b43b395,EMP96830,Jean Roux,pharmacien_titulaire,formation,2024-08-23,2024-08-29,6,Événement familial,approved,refused,Raison médicale insuffisante,medium,True,46
b4211b12-057c-4dad-81e5-e71f67d9a90d,EMP86763,Françoise Rousseau,pharmacien_adjoint,événement_familial,2024-09-03,2024-09-16,13,Formation professionnelle,approved,refused,Justificatif requis,medium,True,12
0db01d45-22fa-40d5-ac5a-b6f05c3d1bd3,EMP79828,Thérèse Roux,pharmacien_adjoint,congé_payé,2024-06-20,2024-06-29,9,Besoin de repos,approved,approved,Raison médicale insuffisante,low,False,28
e6515e1c-e53c-44ab-bfdf-c6fcc489a188,EMP15711,Alain Renaud,pharmacien_adjoint,formation,2024-04-23,2024-05-02,9,Raison personnelle,approved,refused,Justificatif requis,low,False,2
031b8b94-b977-4b76-8a85-d2837a3713c3,EMP16097,Pierre Poulain,employé_rayon,formation,2024-05-20,2024-05-30,10,Maternité,approved,approved,Raison médicale insuffisante,high,True,27
b980d5d3-afdd-4e30-b7bf-6352c5c5279b,EMP29927,Alain Maillard,employé_rayon,maladie,2024-04-08,2024-04-09,1,Congé maladie,pending,,,high,True,8
199d4817-f3f5-44b6-9b4c-874a3d3a186a,EMP27278,Jacques Rousseau,pharmacien_adjoint,formation,2024-08-26,2024-09-08,13,Événement familial,approved,refused,Accord manager,medium,True,3
e6e1a189-7068-4dce-b67d-65f1f5de842b,EMP79347,Irène Poirier,préparateur,congé_payé,2024-03-10,2024-03-14,4,Maternité,refused,refused,Couverture disponible,low,False,12
42fd86c2-9af3-4015-9001-dd3e8a44db9d,EMP85709,René Chevalier,pharmacien_adjoint,maternité,2024-10-30,2024-11-04,5,Événement familial,approved,approved,Couverture disponible,low,False,33
edd74e51-1dd5-4cf2-a27e-53fef27c13db,EMP97171,Michèle Benoit,pharmacien_adjoint,RTT,2024-02-19,2024-03-02,12,Formation professionnelle,refused,approved,Conflit avec autre absence,high,True,16
f2a6a370-fce9-4c6e-93b6-9ca805256795,EMP88805,Philippe Dubois,pharmacien_adjoint,événement_familial,2024-10-03,2024-10-09,6,Maternité,pending,,,low,True,37
9c51e69e-9ebd-44d3-950d-ac6c2d0582e4,EMP79122,Michel Leclerc,pharmacien_titulaire,événement_familial,2024-07-24,2024-08-05,12,Maternité,approved,refused,Accord manager,high,False,48
