schedule_id,employee_id,employee_name,role,date,start_time,end_time,break_minutes,hours_worked,is_night_shift,is_compliant,violation_type,generated_by_ai,pharmacy_id,week_number,year
bab22cac-798d-4885-a39c-8f01c5233404,EMP59518,Olivier Gaillard,préparateur,2024-01-11,08:00,12:00,0,4,False,True,,True,PHARM6945,1,2024
22a673f6-bd65-4dd3-93de-e36d81d75cdf,EMP34875,André Lefevre,employé_rayon,2024-01-08,12:00,16:00,0,4,False,True,,False,PHARM6945,1,2024
67e752b9-523b-40b8-b6e6-cab1e6a15f32,EMP34875,André Lefevre,employé_rayon,2024-01-09,12:00,16:00,0,4,False,True,,False,PHARM6945,1,2024
566ffaa1-ac76-4582-bf6c-851f1eb91d24,EMP34875,André Lefevre,employé_rayon,2024-01-10,09:00,13:00,0,4,False,True,,False,PHARM6945,1,2024
57e27fa8-b793-41e7-9a35-d87d85a2b801,EMP34875,André Lefevre,employé_rayon,2024-01-11,09:00,13:00,0,4,False,True,,False,PHARM6945,1,2024
2156dd6e-a1a6-43d6-9ec8-edcd4ace1df4,EMP34875,André Lefevre,employé_rayon,2024-01-12,08:00,14:00,30,6,False,True,,False,PHARM6945,1,2024
6b3d31d8-c7b6-49c4-bfe5-64cdc454beb9,EMP24056,Jacques Dupont,pharmacien_titulaire,2024-01-08,22:00,06:00,30,8,True,True,,True,PHARM6945,1,2024
8a8046b7-eb41-493f-80bc-f1904b993f35,EMP24056,Jacques Dupont,pharmacien_titulaire,2024-01-09,09:00,15:00,30,6,False,True,,False,PHARM6945,1,2024
82fd8750-aca5-4cd0-98df-b80122dd9801,EMP24056,Jacques Dupont,pharmacien_titulaire,2024-01-10,10:00,14:00,0,4,False,True,,True,PHARM6945,1,2024
ab5eae56-84c9-42ba-bb18-22cc88b7ffc3,EMP24056,Jacques Dupont,pharmacien_titulaire,2024-01-12,11:00,17:00,30,6,False,True,,False,PHARM6945,1,2024
3f0cfbec-e406-4b09-93f5-89c56354561c,EMP94466,Isabelle Michel,employé_rayon,2024-01-09,11:00,19:00,30,8,False,True,,False,PHARM6945,1,2024
2eb66b0e-4fb6-4644-b87b-05f0acfe3cb6,EMP94466,Isabelle Michel,employé_rayon,2024-01-10,12:00,20:00,30,8,False,True,,False,PHARM6945,1,2024
6fc49035-2d6c-456f-ad94-afaac1ee5390,EMP94466,Isabelle Michel,employé_rayon,2024-01-11,11:00,15:00,0,4,False,True,,False,PHARM6945,1,2024
370bc525-468d-4c25-9e7d-2c588f7fc2c2,EMP94466,Isabelle Michel,employé_rayon,2024-01-12,22:00,06:00,30,8,True,True,,True,PHARM6945,1,2024
35cb62c5-8683-4941-bd01-ef9f81e90528,EMP97804,Daniel Lefevre,préparateur,2024-01-10,12:00,20:00,30,8,False,True,,False,PHARM6945,1,2024
e6227ff0-84c6-4028-ae9e-603a522178f3,EMP97804,Daniel Lefevre,préparateur,2024-01-11,10:00,14:00,0,4,False,True,,False,PHARM6945,1,2024
eab510f1-ba69-4812-bd65-255e5cdd772b,EMP25635,Thierry Gaillard,stagiaire,2024-01-08,08:00,16:00,30,8,False,True,,True,PHARM6945,1,2024
850f461b-302b-4557-9cba-6713c01c4752,EMP25635,Thierry Gaillard,stagiaire,2024-01-09,22:00,06:00,30,8,True,True,,False,PHARM6945,1,2024
4ff26026-4f2d-438c-b47d-e926294d3bfc,EMP25635,Thierry Gaillard,stagiaire,2024-01-10,10:00,16:00,30,6,False,True,,False,PHARM6945,1,2024
5180316b-b25f-4a35-95a7-8852c5b0d5dd,EMP25635,Thierry Gaillard,stagiaire,2024-01-11,10:00,16:00,30,6,False,True,,False,PHARM6945,1,2024
a11e2490-ae9c-4173-af54-d2b660084794,EMP96712,Michèle Delorme,stagiaire,2024-01-09,10:00,16:00,30,6,False,True,,True,PHARM6945,1,2024
fb9789d6-1eb2-4776-b552-5849deb0ab75,EMP96712,Michèle Delorme,stagiaire,2024-01-10,11:00,19:00,30,8,False,True,,False,PHARM6945,1,2024
166e5ce8-2714-4242-afea-f6d7b5404d21,EMP61898,Jacques Gérard,préparateur,2024-01-08,09:00,13:00,0,4,False,True,,False,PHARM6945,1,2024
cd85ac3a-d374-40b6-a49a-5367cf827363,EMP61898,Jacques Gérard,préparateur,2024-01-09,09:00,13:00,0,4,False,True,,False,PHARM6945,1,2024
867df435-8c11-45d5-a159-21426d43bf5a,EMP61898,Jacques Gérard,préparateur,2024-01-10,12:00,16:00,0,4,False,True,,True,PHARM6945,1,2024
d0e65d5b-9013-4f2c-9777-ad60828a9251,EMP61898,Jacques Gérard,préparateur,2024-01-11,12:00,16:00,0,4,False,True,,False,PHARM6945,1,2024
82cb1ebc-abe6-4985-8422-752e8c8a8494,EMP61898,Jacques Gérard,préparateur,2024-01-12,22:00,06:00,30,8,True,True,,True,PHARM6945,1,2024
464d87c2-f495-4a8a-bc0f-411ffd9eb3bf,EMP28870,Cécile Girard,employé_rayon,2024-01-09,11:00,15:00,0,4,False,True,,False,PHARM6945,1,2024
3296e191-0eb1-451b-ab3f-ead2c008844a,EMP28870,Cécile Girard,employé_rayon,2024-01-10,11:00,17:00,30,6,False,True,,False,PHARM6945,1,2024
2861f4d6-1e70-4f5c-87c9-ff2f122ccb85,EMP28870,Cécile Girard,employé_rayon,2024-01-11,08:00,16:00,30,8,False,True,,False,PHARM6945,1,2024
d4aadce6-32aa-4dde-b8a1-a166c1731551,EMP28870,Cécile Girard,employé_rayon,2024-01-12,10:00,18:00,30,8,False,True,,True,PHARM6945,1,2024
cb866236-100e-47ee-91e6-0008c41b0683,EMP67420,Michèle Maillard,pharmacien_adjoint,2024-01-08,08:00,14:00,30,6,False,False,no_break,False,PHARM6945,1,2024
5e3ecdc9-66a3-4ffd-af3a-7dc08d025b24,EMP67420,Michèle Maillard,pharmacien_adjoint,2024-01-09,12:00,20:00,30,8,False,False,no_break,True,PHARM6945,1,2024
c178d7c6-d447-4f8d-b877-8757cb563407,EMP67420,Michèle Maillard,pharmacien_adjoint,2024-01-10,12:00,21:00,30,9,False,False,no_break,True,PHARM6945,1,2024
fed68887-8654-4174-af95-727ba101d72a,EMP67420,Michèle Maillard,pharmacien_adjoint,2024-01-11,10:00,14:00,0,4,False,False,insufficient_rest,True,PHARM6945,1,2024
cdc078ed-8cea-4d6a-b955-99f5b3824145,EMP54954,Laurent Moreau,pharmacien_adjoint,2024-01-08,09:00,13:00,0,4,False,True,,False,PHARM6945,1,2024
28fef199-93c2-4bf1-9a7a-a2446aaf049c,EMP54954,Laurent Moreau,pharmacien_adjoint,2024-01-09,08:00,16:00,30,8,False,True,,False,PHARM6945,1,2024
d60f54a9-7e25-4dd4-99a7-eb32ba114647,EMP37064,Sophie Delacroix,préparateur,2024-01-08,09:00,13:00,0,4,False,True,,True,PHARM6945,1,2024
26887044-6579-4681-ad22-db07e1c8f2a1,EMP37064,Sophie Delacroix,préparateur,2024-01-09,09:00,15:00,30,6,False,True,,False,PHARM6945,1,2024
69e733fb-938c-4800-aea2-6dd7e5ca9eaf,EMP37064,Sophie Delacroix,préparateur,2024-01-10,08:00,14:00,30,6,False,True,,True,PHARM6945,1,2024
ae833081-a08c-45ca-8137-3e402da693df,EMP37064,Sophie Delacroix,préparateur,2024-01-11,08:00,12:00,0,4,False,True,,True,PHARM6945,1,2024
cacb6a74-9ad6-4a70-b31c-d180e2dc3731,EMP37064,Sophie Delacroix,préparateur,2024-01-12,10:00,14:00,0,4,False,True,,True,PHARM6945,1,2024
8cf6c212-474f-4db9-ad85-2e8182340bc9,EMP92211,Irène Maillard,pharmacien_adjoint,2024-01-08,11:00,17:00,30,6,False,False,no_break,False,PHARM6945,1,2024
84160153-bc9d-4ebb-b4e1-ada1c2dea9db,EMP92211,Irène Maillard,pharmacien_adjoint,2024-01-09,10:00,16:00,30,6,False,False,insufficient_rest,True,PHARM6945,1,2024
6437e0b5-5e65-4d09-b8f4-6bb22a82e01c,EMP92211,Irène Maillard,pharmacien_adjoint,2024-01-10,12:00,21:00,30,9,False,False,night_shift_too_long,True,PHARM6945,1,2024
bee338a7-3b87-46c5-8484-10edd277a763,EMP92211,Irène Maillard,pharmacien_adjoint,2024-01-11,12:00,16:00,0,4,False,False,exceeds_daily_max,True,PHARM6945,1,2024
e175b931-25c7-4fe8-86d8-a4973e1783f3,EMP92211,Irène Maillard,pharmacien_adjoint,2024-01-12,10:00,16:00,30,6,False,False,exceeds_daily_max,True,PHARM6945,1,2024
6cc76eda-4481-4989-9119-f99932b6fbf7,EMP81029,Jacques Bernier,pharmacien_adjoint,2024-01-08,08:00,16:00,30,8,False,True,,False,PHARM6945,1,2024
4ad5e00e-d0ae-43ab-b46e-2fc5978c47e5,EMP81029,Jacques Bernier,pharmacien_adjoint,2024-01-09,08:00,12:00,0,4,False,True,,True,PHARM6945,1,2024
601fabe7-de46-4e15-aef7-cdf27acbaa68,EMP81029,Jacques Bernier,pharmacien_adjoint,2024-01-10,11:00,15:00,0,4,False,True,,True,PHARM6945,1,2024
95c0110d-54c5-4008-8833-a084f209eca4,EMP81029,Jacques Bernier,pharmacien_adjoint,2024-01-11,11:00,19:00,30,8,False,True,,True,PHARM6945,1,2024
c4abbcc9-add8-448d-aca1-c0131abefcaa,EMP81029,Jacques Bernier,pharmacien_adjoint,2024-01-12,22:00,06:00,30,8,True,True,,True,PHARM6945,1,2024
2493bf90-4d72-4b9f-a57c-304a955280d7,EMP98552,Michèle Bernier,pharmacien_adjoint,2024-01-08,11:00,15:00,0,4,False,True,,True,PHARM6945,1,2024
42de474f-65ab-4e56-94f7-cd8ef51d3f36,EMP98552,Michèle Bernier,pharmacien_adjoint,2024-01-09,08:00,14:00,30,6,False,True,,True,PHARM6945,1,2024
324f753b-e0c2-497f-b145-bda4652cd87d,EMP98552,Michèle Bernier,pharmacien_adjoint,2024-01-10,09:00,17:00,30,8,False,True,,False,PHARM6945,1,2024
150d1a6e-39f2-4e60-8f64-a1077205edab,EMP98552,Michèle Bernier,pharmacien_adjoint,2024-01-12,09:00,17:00,30,8,False,True,,True,PHARM6945,1,2024
d58c724b-5ef4-467b-8ce5-d55ac76efc71,EMP89869,Anne Lefevre,employé_rayon,2024-01-08,22:00,06:00,30,8,True,True,,True,PHARM6945,1,2024
d0555261-6bc6-437b-9958-3f9f983cddb4,EMP89869,Anne Lefevre,employé_rayon,2024-01-09,08:00,16:00,30,8,False,True,,False,PHARM6945,1,2024
976af7ff-a8b6-4fab-aa19-2d879fbc7f00,EMP89869,Anne Lefevre,employé_rayon,2024-01-10,22:00,06:00,30,8,True,True,,True,PHARM6945,1,2024
ae83cb49-1d5f-4d61-9936-a67bf3f96100,EMP89869,Anne Lefevre,employé_rayon,2024-01-11,22:00,06:00,30,8,True,True,,True,PHARM6945,1,2024
72eccdcb-913e-47c1-9de2-f0b402c6fe9c,EMP89869,Anne Lefevre,employé_rayon,2024-01-12,22:00,06:00,30,8,True,True,,False,PHARM6945,1,2024
3a95a249-2924-45b5-a802-cd09143b0958,EMP36691,André Leroy,préparateur,2024-01-08,22:00,06:00,30,8,True,True,,False,PHARM6945,1,2024
7bcfacd0-b4da-443d-b9c7-d4bdb03a84f5,EMP36691,André Leroy,préparateur,2024-01-09,22:00,06:00,30,8,True,True,,False,PHARM6945,1,2024
714aeeb4-9cbf-4e84-8d2b-d5dd263bf856,EMP36691,André Leroy,préparateur,2024-01-10,11:00,19:00,30,8,False,True,,False,PHARM6945,1,2024
4b0179f1-3b98-4ed7-9d56-99b02e5b16ea,EMP36691,André Leroy,préparateur,2024-01-11,08:00,14:00,30,6,False,True,,True,PHARM6945,1,2024
990e9db9-51f9-49a3-8c16-de6ac06bfa7d,EMP36691,André Leroy,préparateur,2024-01-12,09:00,17:00,30,8,False,True,,True,PHARM6945,1,2024
7ae74839-6fbe-42ce-b26e-653e0e9f44b0,EMP73052,Danielle Laurent,préparateur,2024-01-09,10:00,18:00,30,8,False,True,,False,PHARM6945,1,2024
e8d85e54-dfdb-4035-a470-ab1a32376a63,EMP73052,Danielle Laurent,préparateur,2024-01-11,12:00,18:00,30,6,False,True,,True,PHARM6945,1,2024
db11eac5-2de7-49b3-813c-a741bf6d9193,EMP73052,Danielle Laurent,préparateur,2024-01-12,12:00,16:00,0,4,False,True,,True,PHARM6945,1,2024
99729a03-cd47-44b8-a9f0-0818201bceda,EMP75237,Jacques Fabre,préparateur,2024-01-08,11:00,17:00,30,6,False,True,,False,PHARM6945,1,2024
d26d57a5-d410-4872-8cf2-f1f4db056031,EMP75237,Jacques Fabre,préparateur,2024-01-09,10:00,18:00,30,8,False,True,,True,PHARM6945,1,2024
20133766-5ca8-4ada-ab2a-765f946dd8b6,EMP75237,Jacques Fabre,préparateur,2024-01-10,10:00,14:00,0,4,False,True,,False,PHARM6945,1,2024
b9e261eb-f069-4460-9afb-c2514535aae3,EMP75237,Jacques Fabre,préparateur,2024-01-11,09:00,17:00,30,8,False,True,,False,PHARM6945,1,2024
307c8173-0dad-4d49-aa6d-d825aa64d1db,EMP75237,Jacques Fabre,préparateur,2024-01-12,11:00,15:00,0,4,False,True,,False,PHARM6945,1,2024
856c95c9-81ce-49aa-9eff-b2c8b422c74f,EMP21198,Stéphanie Blanc,préparateur,2024-01-08,08:00,12:00,0,4,False,True,,False,PHARM6945,1,2024
676a317b-f628-4d1c-b85b-847a0704d064,EMP21198,Stéphanie Blanc,préparateur,2024-01-09,22:00,06:00,30,8,True,True,,True,PHARM6945,1,2024
365d13e6-d9d3-492a-8b03-2a3edfe7f01d,EMP21198,Stéphanie Blanc,préparateur,2024-01-10,12:00,20:00,30,8,False,True,,False,PHARM6945,1,2024
2b322978-6561-420f-a23a-1809915199eb,EMP21198,Stéphanie Blanc,préparateur,2024-01-11,10:00,16:00,30,6,False,True,,False,PHARM6945,1,2024
42ecac6c-b70f-4b5f-9627-9924c7cfe55b,EMP61716,Philippe Renaud,pharmacien_titulaire,2024-01-09,10:00,16:00,30,6,False,True,,False,PHARM6945,1,2024
eb3c2003-c99d-4f47-ab8f-aa9cadab71fb,EMP61716,Philippe Renaud,pharmacien_titulaire,2024-01-10,11:00,19:00,30,8,False,True,,True,PHARM6945,1,2024
575fee21-85d8-4ddc-8313-7d829bdbde5e,EMP61716,Philippe Renaud,pharmacien_titulaire,2024-01-12,08:00,12:00,0,4,False,True,,False,PHARM6945,1,2024
900d1984-c2bd-4bb4-bdee-e3e20bdfa236,EMP70715,Claire Michel,pharmacien_adjoint,2024-01-08,12:00,21:00,30,9,False,False,exceeds_daily_max,False,PHARM6945,1,2024
046ee6cd-f0be-4f6a-a744-7d2a6ebcd05a,EMP70715,Claire Michel,pharmacien_adjoint,2024-01-09,22:00,06:00,30,8,True,False,no_break,False,PHARM6945,1,2024
3231c6c9-ddb3-4486-80dd-afcbe921d79c,EMP70715,Claire Michel,pharmacien_adjoint,2024-01-10,11:00,17:00,30,6,False,False,exceeds_daily_max,False,PHARM6945,1,2024
fd994450-cefd-4fb8-9958-cfcdbe09a709,EMP70715,Claire Michel,pharmacien_adjoint,2024-01-11,22:00,06:00,30,8,True,False,no_break,False,PHARM6945,1,2024
2203394d-4559-4032-ae6a-6497c7d9ef84,EMP70715,Claire Michel,pharmacien_adjoint,2024-01-12,22:00,06:00,30,8,True,False,exceeds_daily_max,False,PHARM6945,1,2024
bea67b97-b405-4b5d-9ecf-77d5e5f3e16b,EMP33403,Cécile Dubois,préparateur,2024-01-08,11:00,15:00,0,4,False,True,,True,PHARM6945,1,2024
e2bf9e93-a9d8-4849-be17-88db274396bf,EMP33403,Cécile Dubois,préparateur,2024-01-09,10:00,18:00,30,8,False,True,,True,PHARM6945,1,2024
18d1b708-633f-4849-bf28-5e2a51986564,EMP33403,Cécile Dubois,préparateur,2024-01-10,08:00,12:00,0,4,False,True,,False,PHARM6945,1,2024
cb6d6f76-1f21-4906-ab10-657e005d11a5,EMP33403,Cécile Dubois,préparateur,2024-01-11,08:00,16:00,30,8,False,True,,False,PHARM6945,1,2024
dbcdbe6a-222d-4ccd-96d6-0204469a18b3,EMP33403,Cécile Dubois,préparateur,2024-01-12,10:00,16:00,30,6,False,True,,False,PHARM6945,1,2024
98c40bf4-500f-4c91-a074-bad066a23882,EMP29546,Anne Moreau,préparateur,2024-01-08,11:00,15:00,0,4,False,True,,True,PHARM6945,1,2024
cd9ec605-ddfc-4184-a11a-1daf41a47968,EMP29546,Anne Moreau,préparateur,2024-01-09,09:00,17:00,30,8,False,True,,False,PHARM6945,1,2024
160fb531-1efb-498e-98b9-435696dce13d,EMP29546,Anne Moreau,préparateur,2024-01-10,10:00,18:00,30,8,False,True,,False,PHARM6945,1,2024
925f22a4-3c54-4da8-92a6-9e7d20fabd99,EMP29546,Anne Moreau,préparateur,2024-01-11,10:00,14:00,0,4,False,True,,False,PHARM6945,1,2024
225729db-8803-4289-9206-049b724d0ccd,EMP29546,Anne Moreau,préparateur,2024-01-12,09:00,15:00,30,6,False,True,,False,PHARM6945,1,2024
cf902038-dab2-49ea-aace-84b51281fd6c,EMP58426,Michel Bernard,employé_rayon,2024-01-08,11:00,17:00,30,6,False,True,,False,PHARM6945,1,2024
9052e917-d705-4c78-8e3b-567df90ff3ce,EMP58426,Michel Bernard,employé_rayon,2024-01-09,08:00,16:00,30,8,False,True,,True,PHARM6945,1,2024
5dd1e3c7-23dd-4813-8c70-de27b46b9930,EMP58426,Michel Bernard,employé_rayon,2024-01-10,12:00,18:00,30,6,False,True,,True,PHARM6945,1,2024
229ad07c-da90-4713-bb8f-c1fef283e46c,EMP58426,Michel Bernard,employé_rayon,2024-01-11,09:00,13:00,0,4,False,True,,False,PHARM6945,1,2024
b040050f-4b5c-46e8-859b-6e87bab6a53e,EMP21002,Irène Fabre,préparateur,2024-01-09,22:00,06:00,30,8,True,True,,True,PHARM6945,1,2024
9cbed87e-18e9-4120-a08a-4a39a20276a2,EMP21002,Irène Fabre,préparateur,2024-01-10,22:00,06:00,30,8,True,True,,False,PHARM6945,1,2024
2d44e4ea-8a64-47ef-b17d-4a5b692f4fa1,EMP21002,Irène Fabre,préparateur,2024-01-11,09:00,13:00,0,4,False,True,,False,PHARM6945,1,2024
5c61c5e3-c4ca-438e-adf3-9563a8e03f1b,EMP21002,Irène Fabre,préparateur,2024-01-12,10:00,14:00,0,4,False,True,,True,PHARM6945,1,2024
82bb4e33-4386-447b-b23d-cf9b84014bc6,EMP42121,Sophie Dubois,employé_rayon,2024-01-08,12:00,20:00,30,8,False,True,,True,PHARM6945,1,2024
9feda234-f0d8-4efe-b700-da94983cf8df,EMP42121,Sophie Dubois,employé_rayon,2024-01-11,08:00,16:00,30,8,False,True,,False,PHARM6945,1,2024
f667738a-2833-4b16-b818-8f05bc4d3740,EMP42121,Sophie Dubois,employé_rayon,2024-01-12,12:00,20:00,30,8,False,True,,True,PHARM6945,1,2024
de98d6b4-6f14-4a5e-a205-22113198892f,EMP63736,Françoise Morin,stagiaire,2024-01-09,08:00,12:00,0,4,False,True,,False,PHARM6945,1,2024
75759c5a-f7c3-4ed7-a826-62019141c436,EMP63736,Françoise Morin,stagiaire,2024-01-10,08:00,14:00,30,6,False,True,,True,PHARM6945,1,2024
ca3af0a7-bafe-491d-90e9-0f6e02e15dbe,EMP63736,Françoise Morin,stagiaire,2024-01-11,12:00,20:00,30,8,False,True,,True,PHARM6945,1,2024
6fdc02d8-3d24-4a52-841b-645edfa68827,EMP54855,Jean Gaillard,préparateur,2024-01-08,10:00,14:00,0,4,False,True,,True,PHARM6945,1,2024
dd89d3b2-ebf0-4af8-966d-039aa4393fb6,EMP54855,Jean Gaillard,préparateur,2024-01-09,11:00,19:00,30,8,False,True,,False,PHARM6945,1,2024
4ec25e50-5eb2-4805-b9b5-4147d71d43c6,EMP54855,Jean Gaillard,préparateur,2024-01-10,11:00,17:00,30,6,False,True,,False,PHARM6945,1,2024
b9e38356-c45b-4be8-bb46-2a5797077c11,EMP10390,Isabelle Fontaine,préparateur,2024-01-08,08:00,16:00,30,8,False,True,,True,PHARM6945,1,2024
c30b4a14-a698-4138-98fa-22c9940f0116,EMP10390,Isabelle Fontaine,préparateur,2024-01-09,12:00,16:00,0,4,False,True,,False,PHARM6945,1,2024
070b00c1-8feb-4017-bbe8-938b970b10c2,EMP10390,Isabelle Fontaine,préparateur,2024-01-11,22:00,06:00,30,8,True,True,,True,PHARM6945,1,2024
5cab06f0-6bfd-4072-870b-3159866f15f1,EMP10390,Isabelle Fontaine,préparateur,2024-01-12,10:00,14:00,0,4,False,True,,False,PHARM6945,1,2024
4c12b997-20ad-4751-838e-da57b559e99c,EMP21286,Bernard Morin,stagiaire,2024-01-08,22:00,06:00,30,8,True,True,,True,PHARM6945,1,2024
3367f8dc-abcf-4ab5-95fe-c21246dc2f05,EMP21286,Bernard Morin,stagiaire,2024-01-09,12:00,16:00,0,4,False,True,,True,PHARM6945,1,2024
c2e0782c-e8bb-4ea9-98d4-ebd1bfd6d039,EMP21286,Bernard Morin,stagiaire,2024-01-10,08:00,16:00,30,8,False,True,,True,PHARM6945,1,2024
4d1efd5b-1542-4bd1-9c8c-c5a10f88313d,EMP21286,Bernard Morin,stagiaire,2024-01-11,09:00,17:00,30,8,False,True,,True,PHARM6945,1,2024
89da2671-ffa9-4991-a980-4eeb926673a6,EMP21286,Bernard Morin,stagiaire,2024-01-12,11:00,19:00,30,8,False,True,,False,PHARM6945,1,2024
1db57b17-c31a-46c8-aaf1-33492ef10aa8,EMP23535,Stéphanie Fontaine,pharmacien_titulaire,2024-01-08,09:00,17:00,30,8,False,True,,False,PHARM6945,1,2024
3782e1c6-a6b0-4aff-9c8e-eda0ffb62fa7,EMP23535,Stéphanie Fontaine,pharmacien_titulaire,2024-01-09,09:00,13:00,0,4,False,True,,False,PHARM6945,1,2024
8e82ea27-4690-40b6-b1fc-40733a3d7d7e,EMP23535,Stéphanie Fontaine,pharmacien_titulaire,2024-01-10,08:00,12:00,0,4,False,True,,False,PHARM6945,1,2024
2e3b0911-261e-4ae4-a74a-2f1591441fd9,EMP23535,Stéphanie Fontaine,pharmacien_titulaire,2024-01-11,12:00,16:00,0,4,False,True,,True,PHARM6945,1,2024
5e4b38cd-702e-4d60-b99d-197dd6f6bc79,EMP23535,Stéphanie Fontaine,pharmacien_titulaire,2024-01-12,10:00,18:00,30,8,False,True,,False,PHARM6945,1,2024
71053ab4-6d6c-4752-bf0b-27f41e2243b2,EMP14811,Alain Fournier,préparateur,2024-01-08,10:00,18:00,30,8,False,True,,True,PHARM6945,1,2024
ba9b24ba-b1ea-4975-b0d9-67d8bb5ee220,EMP14811,Alain Fournier,préparateur,2024-01-09,11:00,19:00,30,8,False,True,,False,PHARM6945,1,2024
cab58b44-df13-4a4e-8fae-83febfd05eef,EMP14811,Alain Fournier,préparateur,2024-01-10,09:00,17:00,30,8,False,True,,True,PHARM6945,1,2024
5f334807-1a63-492c-91ce-c4870487a794,EMP14811,Alain Fournier,préparateur,2024-01-11,12:00,16:00,0,4,False,True,,True,PHARM6945,1,2024
ea377fbf-7b25-4992-a0cc-62b36e2ed2ad,EMP14811,Alain Fournier,préparateur,2024-01-12,09:00,13:00,0,4,False,True,,True,PHARM6945,1,2024
6cdb889e-62f4-4abd-8ebd-6f66894531c0,EMP23586,Philippe Blanc,pharmacien_adjoint,2024-01-08,09:00,13:00,0,4,False,True,,True,PHARM6945,1,2024
75d6b397-cd37-465a-8caa-8f251ab24fd9,EMP23586,Philippe Blanc,pharmacien_adjoint,2024-01-09,22:00,06:00,30,8,True,True,,True,PHARM6945,1,2024
7913da63-c1f8-4c44-bc38-a9bc3be0f0b2,EMP23586,Philippe Blanc,pharmacien_adjoint,2024-01-10,22:00,06:00,30,8,True,True,,True,PHARM6945,1,2024
bdbee2c5-eafd-4706-8307-68b18bb914fa,EMP23586,Philippe Blanc,pharmacien_adjoint,2024-01-11,10:00,14:00,0,4,False,True,,True,PHARM6945,1,2024
